compound_id,mp_id,formula,family,bond_type,is_metal,theoretical,energy_above_hull_eV_per_atom,formation_energy_per_atom,antibond_w_raw,antibond_w_normalized,antibond_e_ref,antibond_w_raw_dE0.5,antibond_w_raw_dE1.0,antibond_w_raw_dE2.0
extension_CrW_mp-1226162,mp-1226162,CrW,extension,metallic,True,True,0.1211949699999976,0.1211949699999976,0.0,0.0,0.0,0.0,0.0,0.0
extension_Cr_mp-90,mp-90,Cr,extension,,True,False,0.0,0.0,0.0017954911999999,0.0114713212369026,0.0,0.00162777555,0.0017954911999999,0.0017954911999999
extension_Cs2S_exp_mp-1077814,mp-1077814,Cs2S,extension,,False,False,0.066724820000001,-1.1257135284374986,0.01781353665,0.0682014497109384,-0.25183,0.0091539577,0.01781353665,0.0178135366499999
extension_CsCl_exp_mp-573697,mp-573697,CsCl,extension,ionic,False,False,0.00714125,-2.2486625248275875,0.0094074185,0.0489995234126777,-0.28959,0.0094074185,0.0094074185,0.0094074185
extension_CsF_exp_mp-8455,mp-8455,CsF,extension,ionic,False,False,0.1087716699999994,-2.7259756223275877,0.0145482967,0.0523169472813578,-0.2893099999999999,0.0137293151,0.0145482967,0.0145482967
extension_CsN3_exp_mp-510557,mp-510557,CsN3,extension,,False,False,0.0,-0.2168547903124995,0.0,0.0,-0.267278,0.0,0.0,0.0
extension_CsN3_mp-1225892,mp-1225892,CsN3,extension,,False,True,0.0112978124999987,-0.2055569778125008,0.0,0.0,-0.299186,0.0,0.0,0.0
extension_CsN3_mp-510557,mp-510557,CsN3,extension,,False,False,0.0,-0.2168547903124995,0.0,0.0,-0.267278,0.0,0.0,0.0
extension_CsN3_theo_mp-1225892,mp-1225892,CsN3,extension,,False,True,0.0112978124999987,-0.2055569778125008,0.0,0.0,-0.299186,0.0,0.0,0.0
extension_CsO2_exp_mp-1441,mp-1441,CsO2,extension,,True,False,0.0348599883333324,-0.9756556932183914,0.0311936797499999,0.1142625631868131,0.0,0.014443964,0.0311936797499999,0.05384351965
extension_CsO2_theo_mp-1096936,mp-1096936,CsO2,extension,,True,True,0.0940473483333335,-0.916468333218391,0.0295437135999999,0.1196634679411883,0.0,0.0124290433,0.0295437135999999,0.0403286155999999
extension_CsP7_exp_mp-1201790,mp-1201790,CsP7,extension,,False,False,0.0,-0.2463414672916659,0.00285255415,0.006222442139476,-0.2182499999999998,0.0012470557,0.00285255415,0.0078693770499999
extension_CsP7_mp-1201790,mp-1201790,CsP7,extension,,False,False,0.0,-0.2463414672916659,0.00285255415,0.006222442139476,-0.2182499999999998,0.0012470557,0.00285255415,0.0078693770499999
extension_CsP7_mp-1213206,mp-1213206,CsP7,extension,,False,True,8.425187500016307e-05,-0.2462572154166658,0.0028593406,0.0063672492039103,-0.2419700000000002,0.0012853631,0.0028593406,0.0080621222499999
extension_CsP7_theo_mp-1213206,mp-1213206,CsP7,extension,,False,True,8.425187500016307e-05,-0.2462572154166658,0.0028593406,0.0063672492039103,-0.2419700000000002,0.0012853631,0.0028593406,0.0080621222499999
extension_CsRb_mp-1225895,mp-1225895,CsRb,extension,metallic,True,True,0.0344804714224128,0.0344804714224128,0.0165381583,0.1759191394532496,0.0,0.0132316131,0.0165381583,0.0376427107499999
extension_Cs_mp-1,mp-1,Cs,extension,,True,False,0.0193414500000024,0.0193414500000024,0.02086121165,0.1696309290128476,0.0,0.00654947215,0.02086121165,0.05735117345
extension_Cu2S_mp-12087,mp-12087,Cu2S,extension,,True,False,0.0942642177083339,-0.1178100580208318,0.0162838463,0.1576364598257502,0.0,0.0044759596,0.0162838463,0.0462103737
extension_Cu2S_mp-553942,mp-553942,Cu2S,extension,,True,False,0.2384562743750002,0.0263819986458339,0.0125878496,0.15044639177722,0.0,0.00382875485,0.0125878496,0.0319514672
extension_Cu3Te2_mp-1225676,mp-1225676,Cu3Te2,extension,,True,True,0.0212578780000001,-0.0461058239999999,0.0206614518,0.1596958710774463,0.0,0.00914821935,0.0206614518,0.04518152935
extension_Cu7Te4_mp-624307,mp-624307,Cu7Te4,extension,,True,False,0.1459016827272741,0.0846619536363613,0.0175421909,0.1434240119368817,0.0,0.00645895975,0.0175421909,0.04104077255
extension_CuH_mp-1225705,mp-1225705,CuH,extension,,True,True,0.0982054649999994,0.0982054649999994,0.00429487345,0.1097310539090444,0.0,0.0016896009,0.00429487345,0.0081579208499999
extension_CuNi_mp-1184069,mp-1184069,CuNi,extension,metallic,True,True,0.0596835599999998,0.0596835599999998,0.0287028338,0.4477821185647426,0.0,0.01482836675,0.0287028338,0.0388880216999999
extension_Cu_mp-30,mp-30,Cu,extension,,True,False,0.0,0.0,0.0080790510499999,0.1640749603980503,0.0,0.0057068100999999,0.0080790510499999,0.0433803160999999
extension_F_mp-561203,mp-561203,F2,extension,,False,False,0.0030982875,0.0030982875,0.0410424402,0.4568901280195926,-0.2736099999999997,0.0335852459,0.0410424402,0.04104819815
extension_Fe_mp-13,mp-13,Fe,extension,,True,False,0.0,0.0,0.0118463596499999,0.0921608810487008,0.0,0.00720595535,0.0118463596499999,0.0140841023499999
extension_Ga2Au7_mp-571598,mp-571598,Ga2Au7,extension,metallic,True,False,0.0176603709259239,-0.0849347496296273,0.0,0.0,0.0,0.0,0.0,0.0
extension_Ga3Hg_mp-1184289,mp-1184289,Ga3Hg,extension,metallic,True,True,0.0870753443750018,0.0870753443750018,0.0,0.0,0.0,0.0,0.0,0.0
extension_Ga3Pb_mp-1184425,mp-1184425,Ga3Pb,extension,metallic,True,True,0.0910919393750013,0.0910919393750013,0.00127487175,0.0042180775211752,0.0,0.0006771015,0.00127487175,0.00127487175
extension_Ga3Re_mp-1188393,mp-1188393,Ga3Re,extension,metallic,True,False,0.0385729517187485,-0.1107117587499999,0.0,0.0,0.0,0.0,0.0,0.0
extension_GaSb_mp-1224785,mp-1224785,GaSb,extension,metallic,True,True,0.1847465150000005,-0.0445254050000016,0.00126407405,0.0029874366034079,0.0,0.00123779235,0.00126407405,0.0012640740499999
extension_Ga_mp-142,mp-142,Ga,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_Ge3Mo5_mp-17094,mp-17094,Ge3Mo5,extension,metallic,True,False,0.0425097624999999,-0.111207846874997,0.00223279085,0.0068406582414215,0.0,0.0019156396999999,0.00223279085,0.0022327908499999
extension_Ge3O_mp-1184665,mp-1184665,Ge3O,extension,,True,True,0.89046678375,0.0817209099999995,0.00180653065,0.0091479170042535,0.0,0.0011852468,0.00180653065,0.0019687283
extension_GeAs_mp-7591,mp-7591,GeAs,extension,,True,False,0.1054438066666687,0.0451492220833351,0.0017251723,0.0063406803146133,0.0,0.00156221335,0.0017251723,0.0017251723
extension_GeSb_mp-9935,mp-9935,GeSb,extension,metallic,True,True,0.0494254924999992,0.0494254924999992,0.00284153965,0.0101356862850008,0.0,0.0018978611,0.00284153965,0.00284153965
extension_GeTe_mp-938,mp-938,GeTe,extension,covalent,False,False,0.0,-0.0354679950000011,0.01989744085,0.0714065704288534,-0.2343400000000004,0.0059660957499999,0.01989744085,0.0263520041499999
extension_Ge_mp-32,mp-32,Ge,extension,,True,False,0.0,0.0,0.000541925,0.001517572108653,0.0,0.0005379194,0.000541925,0.000541925
extension_H2CN2_mp-703527,mp-703527,H2CN2,extension,covalent,False,False,0.1874176477499949,-0.12882059975,0.0,0.0,-0.2670999999999999,0.0,0.0,0.0
extension_H2CN5_mp-1212563,mp-1212563,H2CN5,extension,covalent,False,True,0.1617986478124971,-0.0358502568750003,0.00121424475,0.0040205448495082,-0.296133,0.0011141219,0.00121424475,0.0036623047999999
extension_H3Pd4_mp-1224413,mp-1224413,H3Pd4,extension,,True,True,0.0130569764285706,-0.0635278566071438,0.01702820375,0.1005206832939787,0.0,0.00513328185,0.01702820375,0.0211818799
extension_H4N_mp-1238814,mp-1238814,H4N,extension,,True,True,0.3245114000000004,0.0453762785000002,0.0052249814,0.0498424248783745,0.0,0.0038825133,0.0052249814,0.00890027375
extension_H9CN9_mp-1202455,mp-1202455,H9CN9,extension,covalent,False,False,0.1523291407017541,-0.1374064066447371,0.0008478059,0.0041710415231722,-0.269958,0.0006685809,0.0008478059,0.0013399202499999
extension_HC2N3_mp-1103408,mp-1103408,HC2N3,extension,covalent,False,True,0.2897617915277699,0.0995443147916657,0.00095643805,0.0044922176036823,-0.26342,0.00052365365,0.00095643805,0.00095643805
extension_HC2_mp-995184,mp-995184,HC2,extension,,True,True,0.1491960781249988,0.0427113235416645,0.0,0.0,0.0,0.0,0.0,0.0
extension_HC3_mp-995200,mp-995200,HC3,extension,,True,True,0.1376740154687485,0.0578104495312477,0.0,0.0,0.0,0.0,0.0,0.0
extension_HC6_mp-995202,mp-995202,HC6,extension,,True,True,0.0857463320535707,0.0401100086607136,0.0,0.0,0.0,0.0,0.0,0.0
extension_HC_mp-995197,mp-995197,HC,extension,covalent,False,True,0.1098043665624999,-0.0499227653125,0.0,0.0,-0.2861889999999999,0.0,0.0,0.0
extension_HN_mp-1224501,mp-1224501,HN,extension,covalent,False,True,0.1923862111458332,-0.0402263901041664,0.0047072898499999,0.0231021292206517,-0.268449,0.0027491079,0.0047072898499999,0.0064069207
extension_HN_mp-23922,mp-23922,HN,extension,covalent,False,False,0.1681552468749991,-0.0644573543750004,0.0,0.0,-0.2768879,0.0,0.0,0.0
extension_HN_mp-720515,mp-720515,HN,extension,covalent,False,False,0.1478446383333338,-0.0847679629166655,0.0,0.0,-0.2279397,0.0,0.0,0.0
extension_H_mp-730101,mp-730101,H2,extension,,False,False,0.0,0.0,0.0,0.0,-0.2316199999999995,0.0,0.0,0.0
extension_Hf3Pb_mp-1184772,mp-1184772,Hf3Pb,extension,metallic,True,True,0.0,-0.0715145925000086,0.0,0.0,0.0,0.0,0.0,0.0
extension_HfCd_mp-1007758,mp-1007758,HfCd,extension,metallic,True,False,0.0,-0.095908780000002,0.0,0.0,0.0,0.0,0.0,0.0
extension_HfCr2_mp-569624,mp-569624,HfCr2,extension,metallic,True,False,0.1030547933333316,0.1030547933333328,0.0,0.0,0.0,0.0,0.0,0.0
extension_HfCu3_mp-1184704,mp-1184704,HfCu3,extension,metallic,True,True,0.0724953200762206,-0.089767235,0.0021018497,0.019610465571935,0.0,0.00099421405,0.0021018497,0.00330988055
extension_HfMg15_mp-1023478,mp-1023478,HfMg15,extension,metallic,True,True,0.0712011403125001,0.0712011403125001,0.01387394855,1.0039036577424023,0.0,0.00392288575,0.01387394855,0.0248729948999999
extension_HfW2_mp-1224230,mp-1224230,HfW2,extension,metallic,True,True,0.2690691899999962,0.1002866716666706,0.0,0.0,0.0,0.0,0.0,0.0
extension_Hf_mp-103,mp-103,Hf,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_Hg3Pb_mp-1184700,mp-1184700,Hg3Pb,extension,metallic,True,True,0.0683460781249962,0.0683460781249962,0.0,0.0,0.0,0.0,0.0,0.0
extension_Hg3Sb_mp-977242,mp-977242,Hg3Sb,extension,metallic,True,True,0.1257160649999988,0.1257160649999988,4.154979999999999e-05,0.0001130237745498,0.0,4.154979999999999e-05,4.154979999999999e-05,4.154979999999999e-05
extension_Hg5Pd2_mp-30721,mp-30721,Hg5Pd2,extension,metallic,True,False,0.0396781074999952,-0.0555878989285777,0.0,0.0,0.0,0.0,0.0,0.00173020895
extension_Hg_mp-10861,mp-10861,Hg,extension,,True,False,0.0029604591666583,0.002960459166663,0.0,0.0,0.0,0.0,0.0,0.0
extension_I_mp-23153,mp-23153,I,extension,,False,False,0.0,0.0,0.0687695137,0.4981493205360377,-0.2553399999999999,0.0375447947,0.0687695137,0.0855243852999999
extension_In2Te3_mp-1105025,mp-1105025,In2Te3,extension,,True,False,0.3077599069777754,-0.1388392915555565,0.01206024395,0.0223660916694484,0.0,0.0085463344,0.01206024395,0.01206024395
extension_In7Cu10_mp-646039,mp-646039,In7Cu10,extension,metallic,True,False,0.0,-0.0438224738235315,0.0043126399,0.0229640037273695,0.0,0.0025686961,0.0043126399,0.00529210435
extension_InNi_mp-20997,mp-20997,InNi,extension,metallic,True,False,0.0921875400000011,-0.121018259999996,0.0019223999999999,0.0080549736026145,0.0,0.0005003744,0.0019223999999999,0.001929909
extension_InSn4_mp-1223653,mp-1223653,InSn4,extension,metallic,True,True,0.1478455520000032,0.1478455520000011,0.0,0.0,0.0,0.0,0.0,0.0
extension_In_mp-1055994,mp-1055994,In,extension,,True,False,0.004489730000003,0.004489730000003,9.0112e-06,2.7147074772549253e-05,0.0,0.0,9.0112e-06,9.0112e-06
extension_Ir3Ru_mp-974358,mp-974358,Ir3Ru,extension,metallic,True,True,0.0,-0.0410198437500071,0.0134508113999999,0.0317206192811998,0.0,0.00783888365,0.0134508113999999,0.0156352807999999
extension_Ir4W_mp-1223666,mp-1223666,Ir4W,extension,metallic,True,True,0.2319650820000021,-0.0646568429999888,0.0495309151,0.042233405042676,0.0,0.03391155345,0.0495309151,0.052127799
extension_IrPd_mp-1223675,mp-1223675,IrPd,extension,metallic,True,True,0.1100063050000059,0.1100063050000059,0.03365332405,0.0756322457074793,0.0,0.0179164773,0.03365332405,0.0486618067
extension_Ir_mp-101,mp-101,Ir,extension,,True,False,0.0,0.0,0.0189316472,0.0317410757159144,0.0,0.0067445081,0.0189316472,0.02537420115
extension_K2O_exp_mp-971,mp-971,K2O,extension,ionic,False,False,0.0,-1.2338780364999995,0.0008174970499999,0.0059497601892285,-0.293364,0.0005046048,0.0008174970499999,0.0008174970499999
extension_K2O_theo_mp-1223784,mp-1223784,K2O,extension,,True,True,0.1999645533333338,-1.033913483166666,0.0085964827,0.0830658295487486,0.0,0.00709657865,0.0085964827,0.0085964827
extension_K2S_exp_mp-1022,mp-1022,K2S,extension,,False,False,0.0,-1.247886656770833,0.0,0.0,-0.2986248,0.0,0.0,0.0
extension_K3Rb_mp-976115,mp-976115,K3Rb,extension,metallic,True,True,0.0374039251875006,0.0374039251875006,0.0090881143,0.1129659950279677,0.0,0.0090881143,0.0090881143,0.009538662
extension_KCl_exp_mp-23289,mp-23289,KCl,extension,ionic,False,False,0.07764382,-2.170105033625,0.0170341148,0.1374494860001613,-0.267537,0.0163592684,0.0170341148,0.0170341148
extension_KF3_exp_mp-1544557,mp-1544557,KF3,extension,ionic,False,False,0.0124910390624997,-1.458083969375,0.0238090426,0.4748512684483447,0.1349999999999998,0.0184504297999999,0.0238090426,0.02710645425
extension_KF3_theo_mp-2749823,mp-2749823,KF3,extension,ionic,False,True,0.0119280090625002,-1.4586469993749995,0.023331442,0.4732544016227181,0.1340400000000001,0.0181022401,0.023331442,0.02665062815
extension_KMg15_mp-1023498,mp-1023498,KMg15,extension,metallic,True,True,0.1010596635625002,0.1010596635625002,0.0174375100499999,4.884456596638655,0.0,0.0078516771,0.0174375100499999,0.0310922367999999
extension_KN2_anchor_mp-1071868,mp-1071868,KN2,extension,,True,False,1.1629511857777777,0.9664068891111092,0.0046683345,0.0202267525996533,0.0,0.0034750486,0.0046683345,0.0166597091
extension_KN2_poly_mp-1180757,mp-1180757,KN2,extension,,True,True,1.2293322591111109,1.0327879624444425,0.00988763105,0.0410513619945196,0.0,0.00744974055,0.00988763105,0.00988763105
extension_KN3_mp-827,mp-827,KN3,extension,,False,False,0.0,-0.2211123337500016,0.0,0.0,-0.278652,0.0,0.0,0.0
extension_KN3_theo_mp-636056,mp-636056,KN3,extension,,True,True,1.0369771337499998,0.8158647999999982,0.00447478205,0.0090377727621586,0.0,0.00447478205,0.00447478205,0.00447478205
extension_KP15_mp-1211471,mp-1211471,KP15,extension,,False,True,0.0,-0.1233385955245527,0.00683858925,0.0164420784045008,-0.2315300000000002,0.00197402725,0.00683858925,0.00795498775
extension_KP_exp_mp-1058315,mp-1058315,KP,extension,,True,False,1.008041285,0.4714537278869057,0.00225807465,0.0190233753159224,0.0,0.00225807465,0.00225807465,0.0022580746499999
extension_KP_theo_mp-1057787,mp-1057787,KP,extension,,True,True,1.0092306499999992,0.472643092886905,0.00203527825,0.0169705515717501,0.0,0.00203527825,0.00203527825,0.00203527825
extension_Li2O_exp_mp-1960,mp-1960,Li2O,extension,ionic,False,False,0.0,-2.0615979138888885,0.0,0.0,-0.37788,0.0,0.0,0.0
extension_Li2O_theo_mp-755894,mp-755894,Li2O,extension,ionic,False,True,0.0843597108333336,-1.9772382030555544,0.0,0.0,-0.2819100000000003,0.0,0.0,0.0
extension_Li2S_exp_mp-1125,mp-1125,Li2S,extension,,False,False,0.0615092883333332,-1.4419439997222228,0.0,0.0,-0.3496299999999999,0.0,0.0,0.0
extension_Li2S_theo_mp-557142,mp-557142,Li2S,extension,,False,True,0.1749633300000002,-1.3284899580555554,0.0,0.0,-0.2234800000000001,0.0,0.0,0.0
extension_Li3Ca_mp-976075,mp-976075,Li3Ca,extension,metallic,True,True,0.0600475589583333,0.045540925,0.0,0.0,0.0,0.0,0.0,0.0
extension_Li3N_exp_mp-2341,mp-2341,Li3N,extension,,False,False,0.00392716125,-0.4785742609375001,0.0,0.0,-0.3541099999999999,0.0,0.0,0.0
extension_LiCl_exp_mp-22905,mp-22905,LiCl,extension,ionic,False,False,0.0243146387499999,-2.1164624016666664,0.0,0.0,-0.3133699999999999,0.0,0.0,0.0
extension_LiCl_theo_mp-1185319,mp-1185319,LiCl,extension,ionic,False,True,0.0038527562499997,-2.1369242841666667,0.0,0.0,-0.22485,0.0,0.0,0.0
extension_LiF_exp_mp-1138,mp-1138,LiF,extension,ionic,False,False,0.0,-3.164395454166666,1.80243e-05,0.0001376636370579,-0.449019,1.80243e-05,1.80243e-05,1.80243e-05
extension_LiF_theo_mp-1009009,mp-1009009,LiF,extension,ionic,False,True,0.2875420599999998,-2.876853394166666,0.00284329905,0.0248605320451167,-0.457927,0.00237997465,0.00284329905,0.00284329905
extension_LiN3_mp-2659,mp-2659,LiN3,extension,,False,False,0.0,-0.2058215257291671,0.0,0.0,-0.3721099999999999,0.0,0.0,0.0
extension_LiP5_exp_mp-2412,mp-2412,LiP5,extension,,False,False,0.0076949386904754,-0.2390524727579356,0.00088584045,0.0026210623723999,-0.2680100000000003,0.00063028415,0.00088584045,0.00088584045
extension_LiP5_mp-2412,mp-2412,LiP5,extension,,False,False,0.0076949386904754,-0.2390524727579356,0.00088584045,0.0026210623723999,-0.2680100000000003,0.00063028415,0.00088584045,0.00088584045
extension_LiP5_mp-32760,mp-32760,LiP5,extension,,False,True,0.0963066060119057,-0.1504408054365065,0.00228884455,0.0063526076880377,-0.2739200000000004,0.0015536848,0.00228884455,0.0023066167499999
extension_LiP5_theo_mp-32760,mp-32760,LiP5,extension,,False,True,0.0963066060119057,-0.1504408054365065,0.00228884455,0.0063526076880377,-0.2739200000000004,0.0015536848,0.00228884455,0.0023066167499999
extension_LiRh3_mp-1001787,mp-1001787,LiRh3,extension,metallic,True,False,0.0,-0.146932781666667,0.01497922905,0.0814177032829655,0.0,0.0086740211,0.01497922905,0.0167356411
extension_LiS4_mp-1143546,mp-1143546,LiS4,extension,,False,True,0.212306888031251,-0.2454370955833326,0.0419187964999999,0.030381223183742,-0.3933900000000001,0.02945153725,0.0419187964999999,0.0494864386
extension_Li_mp-1018134,mp-1018134,Li,extension,,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_Mg15Ni_mp-1023622,mp-1023622,Mg15Ni,extension,metallic,True,True,0.0760831498958336,0.0473893378125001,0.01766179465,3.2054073774954626,0.0,0.01109550965,0.01766179465,0.0259846705
extension_Mg2Ge_mp-250,mp-250,Mg2Ge,extension,metallic,True,False,0.4831721600000005,0.1392754333333326,0.00714974195,0.1144141774683949,0.0,0.0066896144,0.00714974195,0.0087457261
extension_Mg3Al_mp-978271,mp-978271,Mg3Al,extension,metallic,True,True,0.0275074255208336,0.0218695112500002,0.010259627,0.1539790935014258,0.0,0.0052762961,0.010259627,0.01711406985
extension_Mg3Ru2_mp-625,mp-625,Mg3Ru2,extension,metallic,True,False,0.0,-0.1251691264999991,0.0140889292,0.181581765691455,0.0,0.0075462164,0.0140889292,0.0250938796499999
extension_Mg3Zr_mp-1094466,mp-1094466,Mg3Zr,extension,metallic,True,True,0.0647688737499998,0.0647688737499998,0.0049291372499999,0.0887173731101511,0.0,0.0023561888,0.0049291372499999,0.00640421475
extension_Mg5Sc_mp-1185837,mp-1185837,Mg5Sc,extension,metallic,True,True,0.0599288583333335,0.0489273033333338,0.00835391695,0.2961331779510812,0.0,0.0028487622,0.00835391695,0.0171949471999999
